07/12/2010,19:08:01,140,1.2593,1.2592,1.2589,1.2595
07/12/2010,19:09:01,174,1.2592,1.2588,1.2587,1.2594
07/12/2010,19:10:01,226,1.2592,1.2591,1.2589,1.2595
07/12/2010,19:11:01,164,1.2594,1.2593,1.259,1.2596
07/12/2010,19:12:01,141,1.2594,1.2594,1.259,1.2596
07/12/2010,19:13:01,145,1.2594,1.2595,1.259,1.2597
07/12/2010,19:14:01,159,1.2595,1.2594,1.2589,1.2596
07/12/2010,19:15:01,153,1.2595,1.2595,1.2591,1.2597
07/12/2010,19:16:01,163,1.2596,1.2594,1.2592,1.2597
07/12/2010,19:17:01,186,1.2595,1.2592,1.259,1.2596
07/12/2010,19:18:01,201,1.2592,1.2594,1.2588,1.2596
07/12/2010,19:19:01,206,1.2593,1.2595,1.259,1.2597
07/12/2010,19:20:01,172,1.2594,1.2594,1.259,1.2596
07/12/2010,19:21:01,103,1.2594,1.2593,1.259,1.2596
07/12/2010,19:22:01,128,1.2595,1.2594,1.259,1.2596
07/12/2010,19:23:01,70,1.2594,1.2595,1.259,1.2596
07/12/2010,19:24:01,235,1.2595,1.2593,1.2589,1.2596
07/12/2010,19:25:01,152,1.2592,1.2592,1.2588,1.2595
07/12/2010,19:26:01,142,1.2592,1.2593,1.2589,1.2596
07/12/2010,19:27:01,107,1.2589,1.2591,1.2588,1.2594
07/12/2010,19:28:01,105,1.259,1.2591,1.2587,1.2594
07/12/2010,19:29:01,166,1.2591,1.2589,1.2586,1.2594
07/12/2010,19:30:01,149,1.259,1.2591,1.2586,1.2592
07/12/2010,19:31:01,160,1.2591,1.2591,1.2587,1.2593
07/12/2010,19:32:01,186,1.2591,1.2591,1.2586,1.2592
07/12/2010,19:33:01,101,1.2591,1.259,1.2587,1.2592
07/12/2010,19:34:01,183,1.2588,1.2589,1.2586,1.2592
07/12/2010,19:35:01,217,1.2589,1.2588,1.2585,1.2591
07/12/2010,19:36:01,114,1.2587,1.2588,1.2584,1.259
07/12/2010,19:37:01,76,1.2588,1.2588,1.2586,1.259
07/12/2010,19:38:01,77,1.2587,1.2588,1.2585,1.259
07/12/2010,19:39:01,161,1.2587,1.2587,1.2586,1.2591
07/12/2010,19:40:01,126,1.2588,1.2589,1.2586,1.2591
07/12/2010,19:41:01,131,1.259,1.2589,1.2587,1.2592
07/12/2010,19:42:01,157,1.259,1.259,1.2587,1.2591
07/12/2010,19:43:01,112,1.2589,1.259,1.2588,1.2591
07/12/2010,19:44:01,129,1.2588,1.2589,1.2587,1.2592
07/12/2010,19:45:01,102,1.259,1.259,1.2587,1.2592
07/12/2010,19:46:01,135,1.2589,1.259,1.2587,1.2592
07/12/2010,19:47:01,87,1.2591,1.259,1.2589,1.2592
07/12/2010,19:48:01,89,1.2589,1.259,1.2586,1.2592
07/12/2010,19:49:01,179,1.259,1.2588,1.2585,1.2591
07/12/2010,19:50:01,117,1.2588,1.2589,1.2586,1.2591
07/12/2010,19:51:01,92,1.2588,1.2588,1.2586,1.2591
07/12/2010,19:52:01,138,1.259,1.2589,1.2586,1.2592
07/12/2010,19:53:01,127,1.2589,1.2589,1.2586,1.2592
07/12/2010,19:54:01,103,1.259,1.259,1.2587,1.2592
07/12/2010,19:55:01,136,1.259,1.259,1.2587,1.2592
07/12/2010,19:56:01,62,1.259,1.259,1.2586,1.2592
07/12/2010,19:57:01,116,1.259,1.259,1.2586,1.2592
07/12/2010,19:58:01,120,1.259,1.2591,1.2587,1.2593
07/12/2010,19:59:01,99,1.2591,1.2591,1.2587,1.2593
07/12/2010,20:00:01,208,1.259,1.2592,1.2586,1.2594
07/12/2010,20:01:01,180,1.2592,1.2592,1.2588,1.2595
07/12/2010,20:02:01,223,1.2592,1.2596,1.2589,1.2598
07/12/2010,20:03:01,250,1.2596,1.2597,1.2592,1.26
07/12/2010,20:04:01,218,1.2597,1.2596,1.2592,1.2599
07/12/2010,20:05:01,57,1.2597,1.2596,1.2592,1.2598
07/12/2010,20:06:01,111,1.2597,1.2595,1.2592,1.2598
07/12/2010,20:07:01,230,1.2595,1.2592,1.259,1.2597
07/12/2010,20:08:01,204,1.2591,1.259,1.2589,1.2595
07/12/2010,20:09:01,150,1.2592,1.2593,1.2589,1.2594
07/12/2010,20:10:01,191,1.2593,1.2594,1.259,1.2595
07/12/2010,20:11:01,236,1.2595,1.2595,1.2589,1.2597
07/12/2010,20:12:01,79,1.2591,1.2593,1.259,1.2596
07/12/2010,20:13:01,119,1.2594,1.2597,1.2591,1.2598
07/12/2010,20:14:01,131,1.2596,1.2597,1.2593,1.2598
07/12/2010,20:15:01,111,1.2596,1.2596,1.2592,1.2598
07/12/2010,20:16:01,66,1.2594,1.2594,1.2594,1.2598
07/12/2010,20:17:01,43,1.2596,1.2595,1.2592,1.2597
07/12/2010,20:18:01,54,1.2593,1.2595,1.2591,1.2597
07/12/2010,20:19:01,97,1.2596,1.2595,1.2592,1.2597
07/12/2010,20:20:01,37,1.2596,1.2591,1.259,1.2597
07/12/2010,20:21:01,68,1.2595,1.2594,1.2592,1.2596
07/12/2010,20:22:01,75,1.2592,1.2596,1.2591,1.2597
07/12/2010,20:23:01,50,1.2595,1.2595,1.2592,1.2597
07/12/2010,20:24:01,77,1.2597,1.2596,1.2592,1.2598
07/12/2010,20:25:01,68,1.2596,1.2595,1.2592,1.2598
07/12/2010,20:26:01,44,1.2593,1.2596,1.2592,1.2597
07/12/2010,20:27:01,64,1.2595,1.2595,1.2592,1.2597
07/12/2010,20:28:01,84,1.2596,1.2593,1.2592,1.2597
07/12/2010,20:29:01,37,1.2595,1.2595,1.2592,1.2597
07/12/2010,20:30:01,116,1.2597,1.2594,1.259,1.2597
07/12/2010,20:31:01,108,1.2595,1.2595,1.2591,1.2597
07/12/2010,20:32:01,65,1.2593,1.2594,1.2591,1.2596
07/12/2010,20:33:01,80,1.2594,1.2594,1.2591,1.2597
07/12/2010,20:34:01,27,1.2592,1.2596,1.2591,1.2596
07/12/2010,20:35:01,130,1.2593,1.2594,1.259,1.2596
07/12/2010,20:36:01,40,1.2594,1.2595,1.2592,1.2596
07/12/2010,20:37:01,94,1.2595,1.2594,1.259,1.2596
07/12/2010,20:38:01,48,1.2593,1.2593,1.2591,1.2596
07/12/2010,20:39:01,73,1.2593,1.2594,1.259,1.2596
07/12/2010,20:40:01,65,1.2596,1.2594,1.2591,1.2597
07/12/2010,20:41:01,42,1.2592,1.2594,1.2591,1.2596
07/12/2010,20:42:01,140,1.2593,1.2593,1.2591,1.2597
07/12/2010,20:43:01,62,1.2595,1.2595,1.2592,1.2598
07/12/2010,20:44:01,116,1.2595,1.2596,1.2592,1.2597
07/12/2010,20:45:01,128,1.2595,1.2594,1.2591,1.2597
07/12/2010,20:46:01,104,1.2593,1.2594,1.2591,1.2596
07/12/2010,20:47:01,73,1.2594,1.2594,1.259,1.2597
07/12/2010,20:48:01,41,1.2594,1.2594,1.2591,1.2597
07/12/2010,20:49:01,54,1.2594,1.2595,1.2592,1.2597
07/12/2010,20:50:01,31,1.2593,1.2595,1.2591,1.2596
07/12/2010,20:51:01,49,1.2595,1.2595,1.2592,1.2597
07/12/2010,20:52:01,72,1.2594,1.2595,1.2593,1.2598
07/12/2010,20:53:01,71,1.2595,1.2595,1.2592,1.2598
07/12/2010,20:54:01,48,1.2595,1.2595,1.2591,1.2598
07/12/2010,20:55:01,47,1.2595,1.2594,1.2593,1.2597
07/12/2010,20:56:01,77,1.2597,1.2596,1.2591,1.2597
07/12/2010,20:57:01,62,1.2596,1.2596,1.2592,1.2598
07/12/2010,20:58:01,142,1.2594,1.2596,1.2592,1.26
07/12/2010,20:59:01,55,1.2596,1.2596,1.2592,1.2598
07/12/2010,21:00:01,54,1.2595,1.2594,1.2591,1.2597
07/12/2010,21:01:01,60,1.2594,1.2591,1.2587,1.2595
07/12/2010,21:02:01,99,1.2592,1.2589,1.2587,1.2594
07/12/2010,21:03:01,194,1.2591,1.2586,1.2585,1.2593
07/12/2010,21:04:01,83,1.2587,1.2587,1.2585,1.2592
07/12/2010,21:05:01,57,1.259,1.259,1.2588,1.2592
07/12/2010,21:06:01,28,1.2589,1.2587,1.2585,1.2591
07/12/2010,21:07:01,29,1.2587,1.2589,1.2586,1.2591
07/12/2010,21:08:01,64,1.2587,1.2589,1.2586,1.2591
07/12/2010,21:09:01,44,1.2587,1.2586,1.2585,1.2591
07/12/2010,21:10:01,31,1.2589,1.259,1.2587,1.2591
07/12/2010,21:11:01,25,1.259,1.259,1.2588,1.2591
07/12/2010,21:12:01,17,1.2588,1.2589,1.2587,1.2591
07/12/2010,21:13:01,26,1.2589,1.2588,1.2586,1.2591
07/12/2010,21:14:01,6,1.2588,1.2589,1.2587,1.259
07/12/2010,21:15:01,24,1.2589,1.2589,1.2585,1.259
07/12/2010,21:16:01,8,1.2587,1.2588,1.2586,1.259
07/12/2010,21:17:01,18,1.2588,1.2588,1.2586,1.259
07/12/2010,21:18:01,41,1.2587,1.2588,1.2585,1.259
07/12/2010,21:19:01,19,1.2588,1.2587,1.2586,1.259
07/12/2010,21:20:01,63,1.2586,1.259,1.2585,1.2591
07/12/2010,21:21:01,72,1.2589,1.2589,1.2587,1.2591
07/12/2010,21:22:01,114,1.2589,1.259,1.2587,1.2594
07/12/2010,21:23:01,88,1.259,1.259,1.2586,1.2592
07/12/2010,21:24:01,32,1.2589,1.2589,1.2589,1.2593
07/12/2010,21:25:01,65,1.259,1.2589,1.2586,1.2591
07/12/2010,21:26:01,73,1.2588,1.2591,1.2586,1.2592
07/12/2010,21:27:01,51,1.259,1.2589,1.2586,1.2592
07/12/2010,21:28:01,16,1.2587,1.2588,1.2585,1.259
07/12/2010,21:29:01,77,1.2589,1.2589,1.2585,1.2592
07/12/2010,21:30:01,119,1.2587,1.2587,1.2584,1.259
07/12/2010,21:31:01,76,1.2587,1.2586,1.2582,1.2589
07/12/2010,21:32:01,149,1.2585,1.2587,1.2583,1.2589
07/12/2010,21:33:01,17,1.2587,1.2586,1.2585,1.2589
07/12/2010,21:34:01,23,1.2586,1.2589,1.2585,1.2589
07/12/2010,21:35:01,316,1.2589,1.2588,1.2584,1.259
07/12/2010,21:36:01,23,1.2586,1.2588,1.2585,1.259
07/12/2010,21:37:01,13,1.2588,1.2588,1.2587,1.259
07/12/2010,21:38:01,7,1.2586,1.2589,1.2585,1.2589
07/12/2010,21:39:01,10,1.2588,1.2588,1.2587,1.2589
07/12/2010,21:40:01,34,1.2586,1.2588,1.2584,1.2589
07/12/2010,21:41:01,10,1.2589,1.2587,1.2587,1.259
07/12/2010,21:42:01,15,1.2588,1.2588,1.2585,1.2589
07/12/2010,21:43:01,21,1.2588,1.2588,1.2587,1.2589
07/12/2010,21:44:01,47,1.2589,1.2585,1.2584,1.259
07/12/2010,21:45:01,17,1.2585,1.2588,1.2584,1.2589
07/12/2010,21:46:01,65,1.2587,1.2587,1.2585,1.259
07/12/2010,21:47:01,57,1.2587,1.2588,1.2586,1.2591
07/12/2010,21:48:01,17,1.2588,1.2589,1.2586,1.259
07/12/2010,21:49:01,77,1.2589,1.2588,1.2587,1.2592
07/12/2010,21:50:01,14,1.2589,1.2588,1.2585,1.259
07/12/2010,21:51:01,41,1.2588,1.2587,1.2587,1.2591
07/12/2010,21:52:01,73,1.2588,1.2586,1.2585,1.2591
07/12/2010,21:53:01,11,1.2586,1.2588,1.2586,1.259
07/12/2010,21:54:01,79,1.2588,1.2589,1.2585,1.259
07/12/2010,21:55:01,102,1.2589,1.2588,1.2586,1.2591
07/12/2010,21:56:01,51,1.2589,1.2586,1.2585,1.259
07/12/2010,21:57:01,32,1.2588,1.2587,1.2586,1.259
07/12/2010,21:58:01,112,1.2588,1.2586,1.2585,1.2589
07/12/2010,21:59:01,78,1.2585,1.2589,1.2585,1.259
07/12/2010,22:00:01,92,1.2587,1.259,1.2585,1.2592
07/12/2010,22:01:01,113,1.2591,1.2588,1.2586,1.2592
07/12/2010,22:02:01,51,1.2589,1.2589,1.2586,1.2591
07/12/2010,22:03:01,51,1.2589,1.2591,1.2586,1.2592
07/12/2010,22:04:01,51,1.2589,1.2591,1.2587,1.2592
07/12/2010,22:05:01,147,1.259,1.2586,1.2583,1.2594
07/12/2010,22:06:01,140,1.2588,1.2586,1.2584,1.259
07/12/2010,22:07:01,37,1.2586,1.2588,1.2584,1.2589
07/12/2010,22:08:01,32,1.2587,1.2589,1.2586,1.2589
07/12/2010,22:09:01,30,1.2589,1.2588,1.2586,1.259
07/12/2010,22:10:01,16,1.2587,1.2588,1.2585,1.2589
07/12/2010,22:11:01,133,1.2588,1.2587,1.2584,1.259
07/12/2010,22:12:01,107,1.2587,1.2586,1.2583,1.2589
07/12/2010,22:13:01,32,1.2586,1.2588,1.2585,1.2589
07/12/2010,22:14:01,38,1.2588,1.2588,1.2584,1.259
07/12/2010,22:15:01,38,1.2588,1.2587,1.2585,1.2589
07/12/2010,22:16:01,42,1.2586,1.2586,1.2584,1.2589
07/12/2010,22:17:01,84,1.2587,1.259,1.2585,1.2591
07/12/2010,22:18:01,151,1.2589,1.2588,1.2587,1.2592
07/12/2010,22:19:01,35,1.2588,1.2589,1.2586,1.2591
07/12/2010,22:20:01,135,1.2589,1.2589,1.2585,1.2591
07/12/2010,22:21:01,62,1.2589,1.2588,1.2585,1.2591
07/12/2010,22:22:01,73,1.2591,1.2588,1.2584,1.2592
07/12/2010,22:23:01,70,1.2588,1.2589,1.2585,1.259
07/12/2010,22:24:01,27,1.2587,1.2587,1.2586,1.259
07/12/2010,22:25:01,34,1.2589,1.2586,1.2585,1.2591
07/12/2010,22:26:01,91,1.259,1.2588,1.2584,1.259
07/12/2010,22:27:01,100,1.2585,1.2588,1.2584,1.2589
07/12/2010,22:28:01,23,1.2586,1.2588,1.2585,1.259
07/12/2010,22:29:01,23,1.2588,1.2587,1.2585,1.2589
07/12/2010,22:30:01,47,1.2588,1.2588,1.2586,1.259
07/12/2010,22:31:01,36,1.2588,1.2589,1.2586,1.259
07/12/2010,22:32:01,52,1.2589,1.2588,1.2586,1.2592
07/12/2010,22:33:01,29,1.259,1.2589,1.2588,1.2592
07/12/2010,22:34:01,14,1.2589,1.259,1.2588,1.259
07/12/2010,22:35:01,74,1.259,1.259,1.2588,1.2592
07/12/2010,22:36:01,19,1.2589,1.259,1.2588,1.2591
07/12/2010,22:37:01,29,1.259,1.259,1.2588,1.2592
07/12/2010,22:38:01,34,1.2588,1.2589,1.2587,1.2592
07/12/2010,22:39:01,14,1.2589,1.259,1.2588,1.2591
07/12/2010,22:40:01,56,1.2588,1.2588,1.2587,1.2591
07/12/2010,22:41:01,36,1.2588,1.2589,1.2586,1.2591
07/12/2010,22:42:01,15,1.2588,1.259,1.2586,1.259
07/12/2010,22:43:01,11,1.259,1.2587,1.2586,1.259
07/12/2010,22:44:01,18,1.2586,1.2586,1.2585,1.2591
07/12/2010,22:45:01,54,1.2586,1.2588,1.2585,1.259
07/12/2010,22:46:01,79,1.2586,1.2585,1.2584,1.259
07/12/2010,22:47:01,55,1.2588,1.2586,1.2584,1.2589
07/12/2010,22:48:01,147,1.2588,1.2586,1.2583,1.2589
07/12/2010,22:49:01,22,1.2586,1.2586,1.2585,1.2588
07/12/2010,22:50:01,38,1.2585,1.2586,1.2583,1.2588
07/12/2010,22:51:01,18,1.2586,1.2585,1.2585,1.2588
07/12/2010,22:52:01,25,1.2585,1.2587,1.2584,1.2589
07/12/2010,22:53:01,32,1.2585,1.2585,1.2584,1.2589
07/12/2010,22:54:01,50,1.2586,1.2588,1.2584,1.259
07/12/2010,22:55:01,57,1.2588,1.2587,1.2584,1.259
07/12/2010,22:56:01,17,1.2586,1.2587,1.2586,1.2588
07/12/2010,22:57:01,307,1.2587,1.2588,1.2583,1.2589
07/12/2010,22:58:01,410,1.2589,1.2587,1.2584,1.259
07/12/2010,22:59:01,138,1.2588,1.2587,1.2584,1.259
07/12/2010,23:00:01,85,1.2587,1.2587,1.2584,1.259
07/12/2010,23:01:01,64,1.2587,1.2588,1.2584,1.259
07/12/2010,23:02:01,83,1.259,1.2587,1.2584,1.2591
07/12/2010,23:03:01,54,1.2587,1.2586,1.2583,1.2589
07/12/2010,23:04:01,26,1.2585,1.2587,1.2582,1.2588
07/12/2010,23:05:01,46,1.2587,1.2583,1.2582,1.2588
07/12/2010,23:06:01,82,1.2584,1.2587,1.2583,1.2588
07/12/2010,23:07:01,13,1.2588,1.2586,1.2585,1.2589
07/12/2010,23:08:01,115,1.2584,1.2587,1.2582,1.2588
07/12/2010,23:09:01,79,1.2587,1.2587,1.2582,1.2588
07/12/2010,23:10:01,78,1.2585,1.2586,1.2583,1.2589
07/12/2010,23:11:01,131,1.2587,1.2585,1.2583,1.259
07/12/2010,23:12:01,32,1.2587,1.2586,1.2585,1.2589
07/12/2010,23:13:01,73,1.2587,1.2588,1.2583,1.259
07/12/2010,23:14:01,24,1.2588,1.2587,1.2584,1.2589
07/12/2010,23:15:01,28,1.2587,1.2588,1.2584,1.2589
07/12/2010,23:16:01,52,1.2586,1.2588,1.2583,1.2589
07/12/2010,23:17:01,90,1.2587,1.2589,1.2586,1.2592
07/12/2010,23:18:01,182,1.259,1.2591,1.2587,1.2593
07/12/2010,23:19:01,175,1.2592,1.2592,1.2588,1.2594
07/12/2010,23:20:01,151,1.2593,1.2591,1.2588,1.2595
07/12/2010,23:21:01,101,1.2589,1.259,1.2588,1.2593
07/12/2010,23:22:01,114,1.2589,1.259,1.2586,1.2592
07/12/2010,23:23:01,36,1.259,1.259,1.2587,1.2592
07/12/2010,23:24:01,68,1.259,1.2589,1.2587,1.2592
07/12/2010,23:25:01,94,1.259,1.2589,1.2586,1.2591
07/12/2010,23:26:01,56,1.2588,1.2591,1.2585,1.2591
07/12/2010,23:27:01,38,1.2591,1.259,1.2586,1.2591
07/12/2010,23:28:01,82,1.2587,1.2589,1.2587,1.2592
07/12/2010,23:29:01,190,1.2588,1.2592,1.2588,1.2594
07/12/2010,23:30:01,159,1.2591,1.2593,1.259,1.2596
07/12/2010,23:31:01,120,1.2593,1.2595,1.259,1.2597
07/12/2010,23:32:01,163,1.2594,1.2594,1.2592,1.2598
07/12/2010,23:33:01,197,1.2595,1.2594,1.259,1.2597
07/12/2010,23:34:01,32,1.2591,1.2593,1.259,1.2595
07/12/2010,23:35:01,195,1.2593,1.2594,1.2589,1.2597
07/12/2010,23:36:01,103,1.2595,1.2595,1.259,1.2596
07/12/2010,23:37:01,74,1.2594,1.2594,1.259,1.2596
07/12/2010,23:38:01,60,1.2593,1.2595,1.2589,1.2596
07/12/2010,23:39:01,35,1.2593,1.2594,1.259,1.2596
07/12/2010,23:40:01,73,1.2592,1.2594,1.2591,1.2596
07/12/2010,23:41:01,97,1.2594,1.2595,1.259,1.2597
07/12/2010,23:42:01,76,1.2596,1.2592,1.2591,1.2597
07/12/2010,23:43:01,96,1.2592,1.2595,1.2591,1.2596
07/12/2010,23:44:01,210,1.2593,1.2595,1.2592,1.2597
07/12/2010,23:45:01,111,1.2593,1.2596,1.2592,1.2598
07/12/2010,23:46:01,199,1.2596,1.2598,1.2594,1.2601
07/12/2010,23:47:01,188,1.2596,1.2599,1.2595,1.2601
07/12/2010,23:48:01,192,1.2598,1.26,1.2596,1.2602
07/12/2010,23:49:01,417,1.2601,1.2605,1.2597,1.2606
07/12/2010,23:50:01,231,1.2604,1.2605,1.2602,1.2607
07/12/2010,23:51:01,167,1.2605,1.2603,1.26,1.2606
07/12/2010,23:52:01,189,1.2604,1.2602,1.2598,1.2606
07/12/2010,23:53:01,102,1.2602,1.2602,1.2598,1.2604
07/12/2010,23:54:01,106,1.26,1.2601,1.2598,1.2604
07/12/2010,23:55:01,116,1.2601,1.2601,1.2598,1.2603
07/12/2010,23:56:01,136,1.26,1.2603,1.2598,1.2605
07/12/2010,23:57:01,151,1.2603,1.2602,1.2598,1.2605
07/12/2010,23:58:01,175,1.2601,1.2603,1.2599,1.2606
07/12/2010,23:59:01,123,1.2603,1.2602,1.2599,1.2605
07/13/2010,00:00:01,7,1.2603,1.2602,1.2601,1.2603
07/13/2010,00:01:01,257,1.2603,1.2601,1.2599,1.2605
07/13/2010,00:02:01,273,1.2602,1.2606,1.2599,1.2606
07/13/2010,00:03:01,151,1.2606,1.2604,1.2601,1.2607
07/13/2010,00:04:01,240,1.2603,1.2602,1.2601,1.2607
07/13/2010,00:05:01,161,1.2605,1.2605,1.2601,1.261
07/13/2010,00:06:01,361,1.2608,1.2612,1.2604,1.2615
07/13/2010,00:07:01,247,1.2611,1.261,1.2607,1.2614
07/13/2010,00:08:01,260,1.2608,1.2609,1.2605,1.2612
07/13/2010,00:09:01,178,1.2608,1.2608,1.2603,1.261
07/13/2010,00:10:01,241,1.2607,1.2607,1.2604,1.2611
07/13/2010,00:11:01,114,1.2608,1.2606,1.2603,1.261
07/13/2010,00:12:01,195,1.2604,1.2607,1.2603,1.2609
07/13/2010,00:13:01,240,1.2604,1.2604,1.2601,1.2608
07/13/2010,00:14:01,155,1.2605,1.2605,1.2601,1.2607
07/13/2010,00:15:01,220,1.2604,1.2605,1.2601,1.2608
07/13/2010,00:16:01,140,1.2604,1.2607,1.2602,1.261
07/13/2010,00:17:01,211,1.2608,1.2609,1.2604,1.2612
07/13/2010,00:18:01,225,1.2609,1.2609,1.2605,1.2612
07/13/2010,00:19:01,126,1.261,1.2608,1.2605,1.2611
07/13/2010,00:20:01,61,1.2607,1.2608,1.2605,1.261
07/13/2010,00:21:01,177,1.2609,1.2611,1.2606,1.2613
07/13/2010,00:22:01,189,1.261,1.2612,1.2606,1.2614
07/13/2010,00:23:01,167,1.2612,1.2612,1.2608,1.2614
07/13/2010,00:24:01,79,1.2611,1.2611,1.2607,1.2613
07/13/2010,00:25:01,122,1.2611,1.2609,1.2607,1.2613
07/13/2010,00:26:01,83,1.2611,1.2612,1.2608,1.2613
07/13/2010,00:27:01,124,1.2612,1.2611,1.2607,1.2613
07/13/2010,00:28:01,133,1.2611,1.261,1.2606,1.2612
07/13/2010,00:29:01,91,1.2611,1.261,1.2607,1.2612
07/13/2010,00:30:01,101,1.2609,1.2608,1.2604,1.2611
07/13/2010,00:31:01,140,1.2607,1.2607,1.2603,1.2609
07/13/2010,00:32:01,381,1.2607,1.2606,1.2603,1.2609
07/13/2010,00:33:01,184,1.2607,1.2607,1.2604,1.261
07/13/2010,00:34:01,90,1.2608,1.2608,1.2604,1.2609
07/13/2010,00:35:01,145,1.2607,1.2608,1.2603,1.2609
07/13/2010,00:36:01,53,1.2608,1.2607,1.2605,1.261
07/13/2010,00:37:01,98,1.2607,1.2605,1.2604,1.2609
07/13/2010,00:38:01,96,1.2607,1.2607,1.2603,1.2609
07/13/2010,00:39:01,121,1.2607,1.2606,1.2603,1.2609
07/13/2010,00:40:01,114,1.2604,1.2606,1.2601,1.2609
07/13/2010,00:41:01,175,1.2607,1.2606,1.2603,1.2609
07/13/2010,00:42:01,135,1.2607,1.2608,1.2603,1.2609
07/13/2010,00:43:01,139,1.2609,1.2606,1.2603,1.261
